name,bigtype,material,description,url
김말이튀김,분식,튀김,"1. 김말이를 냉동 상태에서 꺼내서 해동시킵니다.
2. 밀가루, 물, 계란, 소금을 넣고 고루 섞어 튀김용 반죽을 만듭니다.
3. 김말이를 튀김반죽에 찍어서 잘 묻힙니다.
4. 식용유를 팬에 충분한 양을 붓고 중불에서 온도가 약 350°F (175°C) 정도 될 때까지 예열합니다.
5. 김말이를 넣을 때 주의하여 기름이 튀지 않도록 조심하면서 넣습니다.
6. 김말이가 황금 갈색으로 튀겨질 때까지 약 3-5분 동안 튀겨 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/김말이튀김/main.jpeg
야채튀김,분식,"튀김, 채소","1. 고구마, 당근같은 야채를 씻고 껍질을 깎거나 필요한 경우 잘게 썹니다.
2. 밀가루, 물, 소금을 넣고 고루 섞어 튀김 반죽을 만듭니다.
3. 식용유를 팬에 충분한 양을 붓고 온도가 약 350°F (175°C) 정도 될 때까지 예열합니다.
4. 야채 조각을 튀김반죽에 찍어서 잘 묻히고, 묻힐 때 빠르게 튀기기 때문에 한 번에 많은 양을 넣지 않는 것이 좋습니다.
5. 야채를 넣을 때 주의하여 기름이 튀지 않도록 조심하면서 넣습니다.
6. 야채가 황금 갈색으로 튀겨질 때까지 약 3-5분 동안 튀깁니다.
7. 튀긴 야채를 종이 타월에 올려 기름을 뺍니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/야채튀김/main.jpeg
오징어튀김,분식,"튀김, 오징어","1. 오징어를 깨끗이 씻고 흐르는 물로 헹구어 내부와 외부의 물기를 제거합니다.
2. 밀가루, 물, 계란, 그리고 선택적으로 소금을 넣고 고루 섞어 부드러운 튀김반죽을 만듭니다.
3. 오징어 채를 튀김반죽에 찍어서 잘 묻힙니다.
4. 식용유를 팬에 충분한 양을 붓고 중불에서 온도가 약 350°F (175°C) 정도 될 때까지 기다립니다.
5. 오징어를 넣을 때 주의하여 기름이 튀지 않도록 조심하면서 넣고 튀깁니.
6. 오징어가 노릇한 색깔로 튀겨질 때까지 약 2-3분 동안 튀깁니다.
7. 튀긴 오징어를 종이 타월에 올려 기름을 뺍니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/오징어튀김/main.jpeg
가지튀김,분식,"튀김, 가지","1. 가지를 씻고, 얇게 슬라이스 또는 줄기를 제거하고 얇게 채썰어주세요.
2. 밀가루, 물, 계란, 소금을 넣고 고루 섞어 부드러운 튀김반죽을 만듭니다.
3. 가지 슬라이스를 튀김반죽에 찍어서 잘 묻힙니다.
4. 식용유를 팬에 충분한 양을 붓고 온도가 약 350°F (175°C) 정도 될 때까지 예열합니다.
5. 가지가 노릇한 색으로 튀겨질 때까지 약 2-3분 동안 튀깁니다.
6. 튀긴 가지를 종이 타월에 올려 기름을 뺍니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/가지튀김/main.jpeg
팝콘치킨,분식,닭,"1. 닭 가슴살 또는 다리고기를 손질하고 크기가 작은 조각으로 잘라줍니다.
2. 밀가루, 계란, 그리고 빵가루를 각각 별개의 그릇에 준비합니다.
3. 닭 조각에 소금과 후추를 조금 뿌려주고, 밀가루에 묻힙니다.
4. 밀가루를 묻힌 닭 조각을 계란에 찍어서 고루 묻힙니다.
5. 다시 밀가루를 묻힌 후, 빵가루에 굴려서 튀김용 팝콘치킨 조각을 만듭니다.
6. 식용유를 팬에 충분한 양을 붓고 온도가 약 350°F (175°C) 정도 될 때까지 예열합니다.
7. 팝콘치킨이 노릇노릇한 색으로 튀겨질 때까지 약 5-7분 동안 튀겨 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/팝콘치킨/main.jpeg
순대,분식,돼지고기,"1. 순대 피를 물에 씻어서 깨끗이 씻어줍니다.
2. 냄비에 물을 끓이고, 순대 피를 끓는 물에 넣고 투명한 풍선 모양이 될 때까지 익힙니다.
3. 끓은 순대 피를 찬물에 헹궈 식힌 후, 얇게 채썰어주세요.
4. 밀가루를 물과 함께 반죽하여 순대 피를 밀가루 반죽에 넣고 고루 섞어줍니다.
5. 중간 불에서 팬에 식용유를 두르고 밀가루로 된 순대 반죽을 한 숟가락씩 넣어 노릇하게 익힙니다.
6. 고추장, 고추가루, 대파, 소금을 추가하여 본인의 취향에 맞게 양념한 후 익힌 순대를 팬에 올려 볶아줍니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/순대/main.jpeg
짜장면,중식,면,"1. 물을 끓여서 중국당면 또는 우동면을 삶고, 다 삶아지면 찬물에 헹군 후 물기를 뺍니다.
2. 돼지고기를 잘게 다져주세요.
3. 대파, 양파, 당근, 양배추를 작게 다져주세요.
4. 중불에서 팬에 식용유를 두르고 돼지고기를 볶아주세요.
5. 볶은 돼지고기에 대파와 야채를 넣고 볶아주세요.
6. 야채가 익으면 짜장소스와 물을 넣고 짜장소스가 노릇하게 익혀질 때까지 계속 볶아주세요.
7. 볶은 면을 냄비에 담고, 위에 만든 짜장소스를 올려주세요.
8. 고루 섞어주고, 소금과 후추로 간을 맞춰서 즐기면 됩니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/짜장면/main.jpeg
짬뽕,중식,면,"1. 중국당면 또는 우동면을 물에 담가서 불리고, 불린 면은 찬물에 헹군 후 물기를 뺍니다.
2. 돼지고기를 잘게 다지고, 새우는 필요하다면 껍질을 벗기고 꼬리를 남겨주세요.
3. 팬에 참기름과 고추기름을 두르고 마늘과 생강을 볶아香을 내줍니다.
4. 돼지고기를 넣고 색이 변할 때까지 볶아주세요.
5. 새우와 버섯을 추가하여 볶아주세요.
6. 고추장, 간장, 짜장소스를 넣고 볶아줍니다.
7. 물을 넣고 끓여주세요(닭육수나 코다리액젓을 사용하면 더 맛있어집니다).
8. 면을 냄비에 담고 끓는 육수를 부어줍니다.
9. 대파를 고루 섞어주고, 소금과 후추로 간을 맞춰서 즐기면 됩니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/짬뽕/main.jpeg
마라탕,중식,면,"1. 팬에 식용유를 두르고 마라탕 스파이스 믹스를 중불에서 볶아 향을 냅니다.
2. 볶은 마라탕 스파이스 믹스에 고기를 넣고 볶아주세요. 
3. 물을 붓고 끓여주세요.
4. 해물, 두부, 버섯을 넣고 끓여주세요.
5. 마라탕의 매운 정도와 맛을 조절하기 위해 마라탕 스파이스 믹스를 추가하여 맛을 낼 수 있습니다.
6. 녹말가루를 물에 풀어서 넣고, 끓이다 보면 더 진한 국물이 됩니다.
고추 기름을 추가하여 더 매콤하게 만들 수 있습니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/마라탕/main.jpeg
탕수육,중식,"돼지고기, 튀김","1. 돼지고기를 얇게 채 썬 후, 소금과 후추로 간을 해줍니다.
2. 감자전분과 계란을 넣은 반죽을 만들어 돼지고기를 살짝 묻힌 후, 식용유에 튀겨주세요.
3. 탕수육 소스를 만들기 위해 물, 설탕, 식초, 간장, 케첩을 한데 섞고 끓여줍니다.
4. 소스가 끓어오르면 감자전분과 물을 섞은 물을 넣고 더 끓여서 농도를 높여줍니다.
5. 튀긴 돼지고기를 소스에 넣어 조물조물 먹을 만큼 버무려줍니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/탕수육/main.jpeg
꿔바로우,중식,"돼지고기, 튀김","1. 건고추를 물에 불려서 부드럽게 만들고, 씨를 제거한 후 작게 썹ㄴ;다.
2. 닭 가슴살을 썬 후, 식용유와 함께 볶아 중탕에서 조리합니다.
3. 닭고기가 익으면 건고추와 아몬드를 넣고 함께 볶습니다.
4. 대파, 생강, 마늘을 넣어 더 볶습니다.
5. 소스 재료를 모두 섞어 만들고, 닭고기와 건고추 위에 부어 볶아줍니다.
6. 모든 재료가 고루 섞이고 소스가 뭉치지 않도록 조리합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/꿔바로우/main.jpeg
마파두부,중식,두부,"1. 팬에 식용유를 두르고 돼지고기나 쇠고기를 볶아주세요.
2. 고기가 익으면 대파, 생강, 마늘을 함께 볶아주세요.
3. 두반장과 고추냉이무침을 추가하여 볶아주세요.
4. 물을 넣고 끓여주세요.
5. 물엿과 간장을 추가하고 끓여주세요.
6. 두부를 팬에 넣고 약한 불에서 조리합니다.
7. 모든 재료가 고루 섞이고 소스가 두부 주위에 덧대도록 조리한 후 먹습니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/마파두부/main.jpeg
계란토마토볶음밥,중식,"계란, 토마토","1. 토마토는 깨끗이 씻어 적당한 크기로 잘라 준비하고, 계란은 잘 풀어둔다.
2. 팬에 기름을 두르고 계란을 부어 스크램블드 에그를 만든 후 따로 떼어둔다.
3. 같은 팬에 다시 기름을 두르고 토마토를 볶아준다.
4. 토마토가 약간 익었을 때, 밥과 스크램블드 에그를 넣고 섞어준다.
5. 소금과 후춧가루로 간을 맞춘 후, 계속해서 볶아준다.
6. 완성한다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/계란토마토볶음밥/main.jpeg
양장피,중식,채소,"1. 팬에 식용유를 두르고 쇠고기나 닭고기를 볶아주세요.
2. 고기가 익으면 새우를 추가하여 함께 볶아주세요.
3. 계란을 넣고 볶아 스크램블 에그를 만듭니다.
4. 새우와 고기가 다 익으면 밥을 추가하고 볶아주세요.
5. 밥이 볶아질 때, 당근, 양파, 대파를 넣고 볶아주세요.
6. 모든 재료가 고루 섞이고 밥이 따뜻해질 때, 양장피 소스를 넣고 섞어주세요.
7. 그릇에 담아 대파를 곁들여 즐기면 됩니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/양장피/main.jpeg
깐풍기,중식,"닭, 튀김","1. 닭 가슴살을 큐브로 자르고 소금과 간장을 넣고 조물조물 마사졌다.
2. 고추를 손질하고 어슷하게 자른 후, 마늘과 함께 팬에서 식용유와 함께 볶아주세요.
3. 고추와 마늘이 향긋하게 익으면 닭 가슴살을 추가하여 볶아주세요.
4. 깐풍기 소스 재료를 모두 섞어 만들고, 팬에 부어주세요.
5. 소스가 끓어오르고 뭉치지 않도록 잘 섞어주세요.
6. 마지막으로 대파를 넣고 볶아 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/깐풍기/main.jpeg
깐풍새우,중식,"새우, 튀김","1. 대만새우는 껍질을 벗기고 꼬리를 남겨주세요.
2. 팬에 식용유를 두르고 새우를 노르스름한 색이 되도록 볶아주세요.
3. 새우가 익으면 팬에서 꺼내고, 마늘, 생강, 홍고추를 식용유에 볶아주세요.
4. 고춧가루, 설탕, 간장, 식초, 물, 간장, 소금을 모두 섞어 소스를 만들고 팬에 부어주세요.
5. 소스가 끓어오르고 뭉치지 않도록 잘 섞어주세요.
6. 새우를 다시 팬에 넣고 소스와 함께 볶아 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/깐풍새우/main.jpeg
크림새우,중식,새우,"1. 대만새우는 껍질을 벗기고 소금과 후추를 뿌려 양념해주세요.
2. 팬에 버터를 녹이고 마늘과 양파를 볶아주세요. 
3. 볶은 마늘과 양파에 헤비 크림(또는 우유)을 붓고, 저어가며 중불에서 끓여주세요.
4. 크림 소스가 끓어오르고 농도가 조절될 때까지 끓여주세요.
5. 소스에 레몬 주스와 파슬리를 넣고 섞어주세요.
6. 마지막으로 새우를 소스에 넣고 익히되, 새우가 오렌지색으로 변하고 익으면 완성입니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/크림새우/main.jpeg
유린기,중식,"닭, 튀김","1. 고추장, 고춧가루, 설탕, 다진 마늘, 다진 생강, 소금, 참기름을 모두 섞어 양념을 만듭니다.
2. 미나리나 파, 당근 등 신선한 채소는 취향에 따라 다양하게 썰어 준비합니다.
3. 삶은 쌀밥을 그릇에 담고, 양념과 채소를 얹어줍니다.
4. 위에 참깨를 뿌려주면 완성입니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/유린기/main.jpeg
팔보채,중식,채소,"1. 무, 당근, 대파, 새송이버섯을 채 썰어줍니다.
2. 큰 냄비에 고기육수를 끓여주세요.
3. 육수가 끓으면 무와 당근을 넣고 중불에서 2분 정도 끓입니다.
4. 그 후 대파와 새송이버섯을 넣고 1분 정도 더 끓입니다.
5. 미나리와 오이를 넣고 소금을 뿌려주세요.
6. 마지막으로 참기름과 다진 마늘을 넣고 살짝 볶아주면 완성입니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/팔보채/main.jpeg
고추잡채,중식,"고추, 면","1. 대파, 홍고추, 당근을 어슷 썰어줍니다.
2. 어묵을 먹기 좋은 크기로 잘라줍니다.
3 팬에 식용유를 두르고 다진 마늘을 볶아香기가 나도록 합니다.
4. 어묵과 채소를 넣고 볶아줍니다.
5. 고추장, 설탕, 간장, 참치액젓을 넣고 골고루 섞어주세요.
6. 마지막으로 참기름을 더해주고 깨를 뿌려주면 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/고추잡채/main.jpeg
춘권,중식,"돼지고기, 채소","1. 라이스 페이퍼를 따뜻한 물에 담가 무르게 만듭니다.
2. 적당한 크기로 잘린 라이스 페이퍼 위에 채소, 단백질, 생채소, 라면 사리를 올려줍니다.
3. 라이스 페이퍼를 채소와 단백질로 감싸주면서 둥글게 만듭니다.
4. 춘권을 둥글게 만든 후, 그릇에 담아 냉장고에서 20분 정도 식혀줍니다.
5. 춘권을 자르거나 그대로 소스와 먹습니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/춘권/main.jpeg
딤섬,중식,돼지고기,"1. 딤섬 반죽을 밀가루와 물을 섞어서 만듭니다.
2. 딤섬 반죽을 빵판이나 깔판 위에 넣고 밀가루를 뿌려서 두껍게 뭉쳐줍니다.
3. 딤섬 반죽을 얇게 펴서 원하는 크기로 자릅니다.
4. 딤섬 반죽에 다양한 재료를 올립니다.
5. 딤섬 반죽을 접어서 재료를 감싸주고 모양을 만듭니다. 
6. 딤섬 찌는 시간은 딤섬의 크기와 두께에 따라 다를 수 있으며, 전체적으로 반죽이 투명해지면 익은 것입니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/딤섬/main.jpeg
토마토스파게티,"양식, 면","토마토, 면","1.토마토는 깨끗이 씻어 적당한 크기로 잘라 준비한다.
2. 냄비에 물과 소금을 넣고 끓인 후, 스파게티를 약 8~10분간 익혀준다.
3. 팬에 올리브 오일을 두르고 다진 마늘과 토마토를 볶는다.
4. 토마토가 부드러워지면 솔트와 페퍼로 간을 맞추고, 볶은 토마토 위에 밥스코 혹은 파스타 소스를 추가한다.
5. 익혀둔 스파게티를 팬에 넣고 잘 섞어준다.
6. 완성된 토마토패스타는 그릇에 담아 치즈나 파슬리를 곁들인다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/토마토스파게티/main.jpeg
크림파스타,"양식, 면",면,"1. 물을 끓인 후 소금을 첨가하고 파스타를 80% 정도 삶아주세요.
2. 별도의 팬에 버터를 녹이고 다진 마늘과 양파를 볶아 향을 낸 후 생크림을 넣고 섞어주세요.
3. 생크림이 끓어오르면 파마산 치즈를 넣어 크림 소스를 더 부드럽게 만들어줍니다.
4. 크림 소스에 삶은 파스타를 넣고 버무려주세요. 
5. 소금과 후추로 맛을 조절하고, 다진 파슬리로 장식한 후에 먹습니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/크림파스타/main.jpeg
명란파스타,"양식, 면","명란젓, 면","1. 물을 끓인 후 소금을 첨가하고 파스타를 80% 정도 삶아주세요.
2. 별도의 팬에 버터를 녹이고 명란을 넣어 볶아주세요. 
3. 명란에 생크림을 넣고 섞되, 생크림이 끓어오르면 파마산 치즈를 넣어 크림 소스를 더 부드럽게 만들어줍니다.
4. 크림 소스에 삶은 파스타를 넣고 버무리고, 필요하다면 파스타 삶은 물을 조금씩 추가하여 크림 소스를 조절할 수 있습니다.
5. 소금과 후추로 맛을 조절하고, 다진 파슬리로 장식한 후에 먹습니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/명란파스타/main.jpeg
봉골레파스타,"양식, 면","조개, 면","1. 물을 끓인 후 소금을 첨가하고 파스타를 80% 정도 삶아주세요.
2. 별도의 팬에 올리브 오일을 데우고 다진 마늘을 볶아주세요. 
3. 마늘에 레드 페퍼 플레이크 (또는 마늘 고추)를 넣고 볶아 매운 맛을 내줍니다. 
4. 삶은 파스타를 팬에 옮기고 파스타에 어우러질 수 있도록 마늘 오일과 함께 볶아줍니다.
5. 소금과 후추로 맛을 조절하고 다진 파슬리와 다진 치즈로 장식한 후에 먹을 준비가 끝났습니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/봉골레파스타/main.jpeg
감바스,양식,"새우, 면","1. 중대새우를 소금과 후추로 조금씩 조미한 후, 팬에 올리브 오일을 데우고 중불에서 새우를 볶아주세요.
2. 새우를 팬에서 뺀 후, 같은 팬에 다진 마늘과 레드 페퍼 플레이크를 넣어 볶아 마늘이 황금색으로 익을 때까지 볶습니다.
3. 마늘이 익으면 토마토 소스 또는 토마토 퓨레를 넣고 2분 정도 끓여 더욱 진한 풍미를 내줍니다.
4. 새우를 팬에 다시 넣고 섞어주세요. 
5. 레몬 주스를 넣고 가볍게 섞어주세요. 
6. 감바스를 그릇에 담고 다진 파슬리를 고루 뿌려주세요.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/감바스/main.jpeg
스테이크,양식,소고기,"1. 스테이크를 꺼내서 냉장고에서 실온에 두어 해동해주세요.
2. 스테이크를 조리하기 전에 고기의 표면을 키친 타올로 눌러서 물기를 제거합니다.
3. 팬이나 그릴을 뜨겁게 달구어주세요.
4. 팬에 식용 오일을 두르고 고기를 올리고, 스테이크를 고기의 두면이 골고루 갈색으로 익을 때까지 구워주세요. 
5. 고기를 팬에서 꺼내서 살짝 식히고, 식품 안전을 위해 적어도 3분 정도 휴식을 줍니다. 
6. 고기를 잘라내고 소금과 후추를 조금씩 뿌려서 간을 조절하고, 마늘, 로즈마리 또는 타임 등으로 장식하면 완성입니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/스테이크/main.jpeg
또띠아피자,양식,빵,"1. 오븐을 200도로 예열합니다.
2. 또띠아 크러스트를 오븐팬이나 베이킹 시트 위에 넣습니다.
3. 피자 소스를 크러스트에 고루 발라줍니다.
4. 모차렐라 치즈를 소스 위에 고루 뿌려줍니다.
5. 토핑 재료를 추가합니다.
6. 피자 크러스트가 노릇노릇하게 구워질 때까지 오븐에서 10~15분 정도 구워줍니다. 
7. 오븐에서 꺼내서 드라이 오레가노나 바질로 장식하고, 잠시 식히고 자릅니다.
8. 나누어 먹기 전에 피자를 1인분 크기로 자르고 즐기면 됩니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/또띠아피자/main.jpeg
고구마그라탕,양식,고구마,"1. 오븐을 180도로 예열합니다.
2. 고구마를 껍질을 벗기고 작게 다진 다음, 식물성 오일을 데우고 뚜껑을 덮은 후, 고구마가 부드러워질 때까지 조리합니다.
3. 고구마를 데친 후, 양파와 마늘을 다져 고구마에 넣고 병아리깨를 적당량 넣어주세요.
4. 크림 (또는 우유)을 데친 고구마와 야채에 붓고, 고구마와 야채가 좀 더 부드러워질 때까지 중불로 계속해서 저어가면서 요리합니다.
5. 모차렐라 치즈를 넣고 잘 섞어주세요.
6. 그라탕 형태로 사용할 수 있는 화로에 고구마 그라탕 혼합물을 옮기고, 윗부분을 다듬기 위해 깍뚝이나 포크로 가볍게 장식해주세요.
7. 오븐에서 20-25분 정도 구워서 또렷하게 갈색이 되도록 합니다.
8. 파슬리와 소금, 후추로 마무리합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/고구마그라탕/main.jpeg
감자그라탕,양식,감자,"1. 오븐을 180도로 예열합니다.
2. 감자를 껍질을 벗기고 얇게 슬라이스합니다.
3. 양파와 마늘을 다져서 감자와 섞어줍니다.
4. 크림 (또는 우유)을 데치고 감자와 야채에 붓고, 감자와 야채가 좀 더 부드러질 때까지 중불로 계속해서 저어가면서 요리합니다.
5. 모차렐라 치즈를 넣고 잘 섞어줍니다.
6. 그라탕 형태로 사용할 수 있는 화로에 감자 그라탕 혼합물을 옮깁니다.
7. 오븐에서 20-25분 정도 구워서 또렷하게 갈색이 되도록 합니다.
8. 파슬리와 소금, 후추로 마무리합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/감자그라탕/main.jpeg
피자,양식,빵,"1. 오븐을 220도로 예열합니다.
2. 피자 도우를 활용하여 원하는 크기의 도우를 만듭니다.
3. 만든 도우를 피자 팬 또는 베이킹 시트에 올려놓습니다.
4. 피자 도우 위에 피자 소스를 고루 발라줍니다. 
5. 모차렐라 치즈나 피자 치즈를 피자 소스 위에 고루 뿌려줍니다.
6. 피자 토핑 재료를 자유롭게 올려줍니다. 
7. 올리브 오일을 피자 토핑에 조금 뿌려주고 들기름을 더해도 좋습니다.
8. 예열한 오븐에서 10-15분 정도 또는 피자 도우가 황금갈색으로 구워질 때까지 굽습니다.
9. 굽은 피자를 꺼내서 취향에 맞게 소금과 후추를 뿌려줍니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/피자/main.jpeg
함박스테이크,양식,소고기,"1. 소고기와 돼지고기 다진 것을 같은 비율로 섞은 후, 양파, 당근, 마늘, 빵가루, 계란 등을 넣어 잘 섞는다.
2. 손으로 원하는 크기의 스테이크 모양으로 만든 후 팬에 기름을 두르고 중불에서 양면을 굽는다.
3. 별도의 팬에서 버터를 녹인 후 밀가루를 넣어 볶아준다.
4. 이에 육수와 우유를 천천히 부어주며 계속 젓는다(소스 완성).
5. 완성된 소스에 간을 맞추고 함박스테이크 위에 부어준다.
6. 마지막으로 케찹과 파슬리로 장식하며 완성한다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/함박스테이크/main.jpeg
리조또,양식,쌀,"1. 냄비에 육수나 해산물 주스를 데치고 낮은 온도로 두고 끓이세요.
2. 팬에 올리브 오일과 버터를 녹여줍니다.
3. 양파와 마늘을 다져서 팬에 넣고 투명해질 때까지 볶아줍니다.
4. 쌀을 넣고 볶아줍니다. 쌀이 약간 투명해질 때까지 볶아야 합니다.
5. 와인을 넣고 쌀 위에 붓고 쌀이 와인을 흡수할 때까지 끓여줍니다.
6. 한 번에 한 컵씩 끓는 육수나 해산물 주스를 넣고 쌀이 흡수할 때까지 저어줍니다.
7. 쌀이 부드러워지고 크림 같은 텍스처가 될 때까지 계속 육수를 넣어가며 요리합니다.
8. 마지막으로 파마산 치즈를 넣고 잘 섞어줍니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/리조또/main.jpeg
샐러드,양식,채소,"1. 채소와 야채를 싹쓸이 씻어서 건조시킵니다.
2. 큰 볼에 채소와 야채를 넣고 가볍게 토스해주세요.
3. 다른 작은 볼에 올리브 오일, 식초, 다진 마늘 (선택사항), 소금, 후추를 섞어 드레싱을 만듭니다.
4. 드레싱을 샐러드에 부어주고 가볍게 섞어주세요.
5. 그릇에 담아 파슬리나 다른 신선한 허브로 장식하고 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/샐러드/main.jpeg
햄버거,양식,"소고기, 채소, 빵","1. 소고기 패티에 소금과 후추를 뿌려 양쪽 면에 고루 발라주세요.
2. 패티를 높이 약간 낮춘 햄버거 팬이나 프라이팬에서 중약 불로 예열한 후, 식용유를 조금 더해주세요.
3. 패티를 팬에 넣고 한쪽 면을 구워주고, 익으면 다른 면도 노릇하게 구워주세요.
4. 햄버거 번을 반으로 잘라서 토스터나 오븐에서 가볍게 토스트하세요.
5. 번에 양상추나 레토스, 토마토, 양파, 피클 등을 올려주세요.
6. 그 위에 구운 소고기 패티를 올린 후, 치즈를 올릴 경우에는 패티 위에 치즈를 얹어 녹이세요.
7. 번의 윗부분에 케첩, 머스타드, 마요네즈 등을 발라서 마무리하세요.
8. 다른 번의 아랫부분을 얹고 완성된 햄버거를 즐기세요.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/햄버거/main.jpeg
부리또,양식,고기,"1. 닭 가슴살을 씻고 물기를 털어내서 얇게 채 또는 조각내세요.
2. 볼에 닭 채소, 타코 시즈닝 믹스, 올리브 오일을 넣고 골고루 섞어주세요.
3. 팬에 식용유를 두르고 닭과 양파를 넣고 중불에서  완전히 익을 때까지 약 5~7분 동안 조리합니다.
4. 피타 또는 토르티야 랩을 조리대에 놓고 가운데에 샐러드 재료와 볶은 닭을 얹어주세요.
5. 선택사항으로 생초고추나 미니 팝핀 페퍼를 얹어 매콤하게 만들 수 있습니다.
6. 랩 한쪽 끝을 당겨서 부리또를 둥글게 접어주고, 랩을 꽉 감아 고정시킵니다.
7. 부리또 반을 절단하여 먹기 편하게 만들어줍니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/부리또/main.jpeg
해쉬브라운,양식,감자,"1. 감자를 껍질을 벗기고 세척한 후 미세하게 다집니다.
2. 다진 감자를 물에 씻은 뒤 천장에 올려 물기를 털어냅니다.
3. 다진 감자와 양파에 소금과 후추를 넣고 골고루 섞어줍니다.
4. 팬에 식용유를 두르고 중불에서 감자 혼합물을 스푼으로 떠서 넣어 약간 눌러 팬에 담아줍니다.
5. 한쪽면이 골드 브라운으로 구워질 때까지 5~7분 정도 익힙니다.
6. 뒤집어 반대 면도 골드 브라운으로 구워줍니다.
7. 전체적으로 바삭하게 익은 후 종이타올에 올려 물기를 제거한 후 접시에 담아주면 완성입니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/해쉬브라운/main.jpeg
감자튀김,양식,"감자, 튀김","1. 감자를 껍질을 벗기고 세척한 후 물기를 털어내고 종이타올로 물기를 제거합니다.
2. 감자를 가로로 반으로 잘라서 얇은 조각으로 채썰어 준비합니다.
3. 식용유를 팬에 두르고 중불에서 예열합니다.
4. 예열이 된 팬에 감자 조각을 넣고 중간 불에서 노릇노릇하게 익힙니다.
5. 감자를 꺼내서 종이타올에 올려 기름을 제거합니다.
6. 감자에 소금과 후추를 뿌려주고 고루 섞어줍니다.
7. 감자튀김 완성! 따뜻한 상태에서 고소한 감자튀김을 즐기면 됩니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/감자튀김/main.jpeg
맥앤치즈,양식,치즈,"1. 냄비에 물을 끓여 마카로니 파스타를 삶습니다. 
2. 다른 냄비에 버터를 녹이고 밀가루를 넣어 중불에서 볶아 루를 만듭니다. 
3. 루에 우유를 조금씩 넣어가며 풀어줍니다.
4. 농성한 루에 치즈를 넣고 젓고, 치즈가 녹을 때까지 요리합니다. 
5. 소금과 후추로 간을 맞추고, 삶은 마카로니 파스타를 첨가하여 섞어줍니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/맥앤치즈/main.jpeg
콘샐러드,양식,"치즈, 옥수수, 채소","1. 콘은 물기를 제거하고, 양파는 껍질을 벗기고 적당히 다진 후 파슬리를 다진다.
2. 대형 볼에 콘, 다진 양파, 다진 파슬리를 모두 넣는다.
3. 다른 볼에서 마요네즈, 식초, 설탕, 소금, 후추를 섞어 샐러드 드레싱을 만든다.
4. 드레싱을 콘과 양파에 부어 주고, 모두 잘 섞어 준다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/콘샐러드/main.jpeg
